timestamp_ms,satellite_id,temperature_c,battery_percent,status,payload_len,payload_hex
1787300123637,42,16.875536,100,NOMINAL,32,"52 7f 6b 8d c2 79 26 35 45 ff 0c 00 1e 9b af cd 6a 45 33 be f8 db 59 c9 4c 0e d3 df 63 d9 7a da"
1787300123637,42,22.2272568,99,NOMINAL,32,"4d 7c a5 95 22 35 45 9b b6 2c bd 1c 4b d8 62 41 9f d5 0d 83 21 a7 6d c8 2f c1 8a c5 c1 f5 de a5"
1787300123637,42,24.5301208,98,NOMINAL,32,"9d 6c 27 61 23 34 c4 1a f3 76 f6 02 3b 0d 1e 1d 02 81 46 f8 23 a5 17 79 71 a7 be 74 b8 1d 3c 58"
1787300123637,42,15.3321743,97,NOMINAL,32,"17 ca 41 c1 e2 00 03 03 ad 8a ef 4a fb 9e 1e 03 f1 bd a4 ab 7a 57 21 43 25 1c 87 04 59 1a c8 e4"
1787300123637,42,25.7016315,96,NOMINAL,32,"b8 30 f6 95 31 f9 e1 1f 28 3b b4 88 58 f3 9e cf bb 14 e1 c0 b0 f1 75 fe a9 76 2b d9 8f 23 a6 e1"
1787300123637,42,24.3670959,95,NOMINAL,32,"cf db b9 5a e5 2e 75 7e bd 62 3b d6 62 2f e0 50 3d 10 85 e6 e3 91 c4 16 15 52 65 3c 64 37 e2 12"
1787300123637,42,10.5234194,94,WARNING,32,"2c 2f ab 5e 42 61 6f 28 a0 d3 78 e4 a1 89 7d cb 7e 75 68 66 cf d8 98 58 77 b8 cd 9e 55 64 8c 69"
1787300123637,42,15.2896309,93,NOMINAL,32,"9a 54 cc 78 f9 45 0c 01 4d 61 ad 71 6c f8 65 f5 92 06 b9 48 8a 93 9b 62 c6 a9 0b 48 58 5c 12 59"
1787300123637,42,21.0379715,92,NOMINAL,32,"d0 75 48 39 c2 f8 8d 3f 89 bd 22 a3 bc 53 c8 ec 61 de cf af 13 ed 0b 10 5c d6 a9 a1 a1 c5 49 0e"
1787300123637,42,20.0813522,91,SAFE_MODE,32,"71 35 bb 42 da 78 43 e1 50 f0 26 a2 87 24 b2 63 ec f2 43 bd 2c 8f c3 eb 90 9f d5 ae d5 6b 83 95"
1787300123637,42,20.6947823,90,NOMINAL,32,"ee bc f3 ae c8 41 e8 ae 3d b0 95 f3 5a b7 37 09 2c e2 4b 46 8f 12 7c e2 de e8 4e 23 e6 5d 59 72"
1787300123637,42,23.217371,89,NOMINAL,32,"b5 13 7c 51 4b 29 6f 6f 02 79 ef 2d 18 d2 67 78 c7 42 5f c9 79 ad db 66 84 f9 03 f0 2f 0d 32 f5"
1787300123637,42,24.2451515,88,NOMINAL,32,"97 30 a0 34 50 92 44 3a 25 fa 57 d4 48 1e bf 28 ca 02 f1 c5 98 23 8a c6 57 ad 41 a3 8b 2b 60 f2"
1787300123637,42,21.2341251,87,NOMINAL,32,"a0 19 cc 23 fd a1 ce 6d 52 ee a7 0e 4d 24 d9 3b 09 02 ad 6f 3d b6 6c b5 75 d0 09 e2 7a 4b 31 97"
1787300123637,42,24.3828678,86,NOMINAL,32,"9b b5 d4 87 cf e0 74 d6 c6 58 62 03 a2 9f 17 ca eb f4 a9 89 38 14 ae f3 09 0f 4b f1 06 d3 b1 db"
1787300123637,42,25.2257729,85,NOMINAL,32,"db f1 12 c9 09 93 33 f1 e5 64 5e 06 ce dc a5 12 a4 5e 01 67 bc 77 53 4f 09 a9 dc b0 e5 78 9d d8"
1787300123637,42,18.1301212,84,NOMINAL,32,"e4 9c 06 29 76 63 f9 2b f5 a7 d6 c7 2d 77 97 1f 87 6e 7b 82 a6 ca c8 44 88 b1 89 37 3b 66 3f 27"
1787300123637,42,26.2931042,83,NOMINAL,32,"f1 d3 b1 65 a1 a3 64 7a 39 76 83 2c 6e 36 7f f5 7f aa d7 11 89 c0 5e 4e 22 9d 7d 4b f2 d2 b8 2b"
1787300123637,42,14.9448738,82,NOMINAL,32,"4a 78 5d 7c 3e 98 26 32 13 28 a4 e0 3d 50 40 c9 c1 17 68 a0 50 94 4a be c9 f5 55 0f 48 4f 92 fc"
1787300123637,42,14.7785282,81,NOMINAL,32,"c1 31 d2 75 1f aa 4c 99 bd 9c 03 13 54 ae 11 14 9c 59 4e 7b 0d 12 fc 99 2c 5b f4 4f de 52 54 d4"
1787300123637,42,26.0560589,80,NOMINAL,32,"ce bb 3a 1d 0b 5b 27 d4 0b 51 e6 02 5b e3 d7 82 5e 7a 03 86 ca 37 c2 6d b5 b7 9b f3 a2 af 7c de"
1787300123637,42,17.7100334,79,NOMINAL,32,"ac 11 f9 6f b7 69 7c 5d 4c f7 7d ae 5c 47 8d 56 f6 7d e4 cd 6e 16 d5 76 23 38 de b5 1a c6 01 a2"
1787300123637,42,21.1288414,78,NOMINAL,32,"29 59 9c 15 92 91 62 2a 4a 91 34 76 1e e9 2b 4a 1b 29 e7 4d 61 e4 2d 8f 6b 7f 8c 98 ba 4a 36 8a"
1787300123637,42,23.9575081,77,NOMINAL,32,"48 72 14 31 a8 2b 91 63 b3 b5 d9 1d 88 ad 0c b7 90 e7 0b f0 d3 23 8d 0b a2 e2 2b 48 76 0e bf f3"
1787300123637,42,24.3458004,76,NOMINAL,32,"14 44 3f dc 4c 2d d6 17 f6 cf 0c c4 a3 08 62 aa 15 bf 0c fa 45 05 a9 91 e8 c3 ff 4d 9b 6b 73 f4"
1787300123637,42,26.6783104,75,NOMINAL,32,"35 80 30 c9 c7 9f d7 a0 13 69 54 14 6c ef 44 4e 7d 92 b2 58 ab 67 0d fd 29 dc 6f 58 5e ac ae 05"
1787300123637,42,22.9110832,74,NOMINAL,32,"60 56 5d 3e bd f9 b8 7f b5 db 99 10 ff 93 52 4f ad c5 f1 98 d3 e3 53 d0 ab 5f eb 99 3a d8 cf 32"
1787300123637,42,24.4604931,73,SAFE_MODE,32,"88 58 e8 4d 14 fa 97 8f fd 2b 3f fa 27 f3 85 d3 46 27 42 7d 47 46 4a 83 2f e0 32 2c b5 8f ee fc"
1787300123637,42,18.1165924,72,NOMINAL,32,"7a 61 0c 3b ae ff e6 6f 93 c0 37 81 57 63 e6 8d f6 1b 05 4d 6e 11 81 cd 64 c1 8d 1e f1 7c ed 63"
1787300123637,42,20.1457996,71,NOMINAL,32,"84 8c 32 78 81 f2 63 11 e8 3f fe 76 4a 09 5b 8b 5a 56 3a 43 97 d9 f0 1b 60 a1 91 42 c1 08 58 4e"
1787300123637,42,18.9049187,70,NOMINAL,32,"c7 26 39 57 04 28 66 e6 e9 74 2e a2 51 38 b2 e9 57 c4 a1 1b 82 9d e7 67 5a 4a e9 32 3d fd 9b 0b"
1787300123637,42,18.9154167,69,NOMINAL,32,"42 5c 0e a9 c2 4b 8d 43 1e 83 2d 09 7e b6 c0 26 a5 6a 1c ca 5f 52 64 21 24 d1 af fc c4 bd fa ed"
